,codigo_cvm,cnpj,nome_social,nome_comercial,status,telefone,uf,municipio,logradouro,data_patrimonio_liquido,valor_patrimonio_liquido,data_inicio_situacao,data_registro
140,213,7365471000142,NORSUL CORRETORA DE CÂMBIO E VALORES MOBILIÁRIOS S.A. (ATUAL NORSUL PARTICIPAÇÕES S/A),NORSUL,CANCELADA,32926617,RJ,RIO DE JANEIRO,"R SETE DE SETEMBRO,71 - 10 AND",2000-12-31,3063257.61,2001-02-15,1983-12-27
141,3697,4257795000179,NOVA FUTURA CTVM LTDA,NOVA FUTURA INVESTIMENTOS,EM FUNCIONAMENTO NORMAL,32918000,SP,SAO PAULO,ALAMEDA SANTOS 960,2022-12-31,31027292.66,2014-10-31,2014-10-31
142,1376,43060029000171,NOVINVEST CORRETORA DE VALORES MOBILIÁRIOS LTDA.,NOVINVEST,EM FUNCIONAMENTO NORMAL,32922161,SP,SAO PAULO,RUA BOA VISTA,2022-12-31,2575303.63,1971-05-20,1971-05-20
143,1970,61802955000157,NOVO NORTE S/A CV,NOVO NORTE,CANCELADA,32321451,SP,SAO PAULO,"AV.PRES.J.KUBITSCHEK,1830-6AND",2004-12-31,376083.02,1995-02-17,1989-09-13
144,2143,62169875000179,NU INVEST CORRETORA DE VALORES S.A.,EASYNVEST,EM FUNCIONAMENTO NORMAL,30648969,SP,SAO PAULO,"RUA CAPOTE VALENTE, 39",2022-12-31,3097270420.78,1968-07-05,1968-07-05
145,2313,76633486000167,O. FRANCO PARTICIPAÇÕES IMOBILIÁRIAS LTDA.,OLIVEIRA FRANCO,CANCELADA,32337575,PR,CURITIBA,"AL.DR.CARLOS DE CARVALHO, 417",2019-12-31,1652174.89,2020-07-27,1968-05-13
146,3034,87530000119,ORBIVAL EMPREENDIMENTOS E PARTICIPAÇÕES LTDA.,ORBIVAL CCVM,CANCELADA,30850540,RS,PORTO ALEGRE,AV.BORGES DE MEDEIROS,2011-12-31,310905.53,2012-12-27,1994-05-18
147,3336,2999677000100,ORYX EMPREENDIMENTOS E PARTICIPAÇÕES LTDA.,ORYX - CORRETORA,CANCELADA,32197800,SP,SAO PAULO,R TENENTE NEGRÃO 140/ 11 ANDAR,2000-12-31,1187345.8,2001-10-22,1999-03-01
148,1430,48678247000198,PAVARINI CVM LTDA.,PAVARINI,CANCELADA,32321188,SP,SANTOS,"R.XV DE NOVEMBRO,111/113 SL.10",1996-12-31,265512.28,1997-06-05,1977-04-19
149,3107,806535000154,PLANNER CORRETORA DE VALORES S.A.,PLANNER CORRETORA DE VALORES S.A.,EM FUNCIONAMENTO NORMAL,21722600,SP,SAO PAULO,"AV. BRIG. FARIA LIMA, 3900",2022-12-31,18566448.35,1995-09-05,1995-09-05
150,760,24895815000144,PLUS CCTVM LTDA,PLUS,CANCELADA,32246344,MG,BELO HORIZONTE,"R RIO DE JANEIRO,927/807",1997-12-31,-382369.09,1998-02-25,1988-02-17
151,1520,52915386000165,POLINVEST EMPREENDIMENTOS PARTICIPAÇÕES E ASSESSORIA LTDA,POLINVEST,CANCELADA,31072175,SP,SAO PAULO,"RUA DO TESOURO, 23 / 3 ANDAR",2009-12-31,2298960.56,2010-05-27,1983-08-22
152,3689,40161713000151,POSITIVA CONSULT S.A.,POSITIVA,CANCELADA,37971000,RJ,RIO DE JANEIRO,PRAIA DE BOTAFOGO 440,2018-12-31,1388545.79,2019-06-21,2012-11-30
153,159,6917793000194,PREVIBANK S/A DTVM,PREVIBANK,CANCELADA,40118650,CE,FORTALEZA,"RUA DES.LEITE ALBUQUERQUE, 635",2006-12-31,1305711.13,2007-01-23,1975-07-18
154,1406,36092302000184,PRIME CCV EMPREENDIMENTOS E PARTICIPAÇÕES S.A.,PRIME SA CCV,CANCELADA,22219977,RJ,RIO DE JANEIRO,"AV NILO PECANHA,50",2013-12-31,10888159.8,2016-03-22,1990-03-13
155,2879,73169997000181,PRINCIPAL CVM LTDA.,PRINCIPAL,CANCELADA,32195921,SP,SANTOS,"RUA DO COMERCIO, 25/SALA E",1999-12-31,1991164.06,2000-12-21,1993-10-13
156,2810,72741531000146,PROSPECÇÃO PARTICIPAÇÕES LTDA,BONUS-BANVAL,CANCELADA,37079966,SP,SAO PAULO,"RUA DR. QUEIROZ GUIMARAES, 167",2007-12-31,574315.03,2008-10-08,1993-07-23
157,3409,68726611000155,QUANTIA DTVM LTDA,QUANTIA DTVM LTDA,CANCELADA,30710505,SP,SAO PAULO,"RUA PEDROSO ALVARENGA, 1254",2000-12-31,668898.14,2001-03-06,2000-07-07
158,19,1632132000107,RADIAL CORRETORA S/A CTVM,RADIAL,CANCELADA,32015244,MG,BELO HORIZONTE,"RUA GOITACAZES,43 - 14 AND",1995-12-31,1246779.35,1996-10-28,1969-09-05
159,2461,89960090000176,RB INVESTIMENTOS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,RB INVESTIMENTOS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,CANCELADA,31272700,SP,SAO PAULO,RUA DO ROCIO,2006-12-31,1743789.02,2007-09-26,1983-10-07
160,884,30032635000131,RIBA CONSULTORIA LTDA.,ARBI,CANCELADA,25291800,RJ,RIO DE JANEIRO,RUA DIAS FERREIRA 190,2009-12-31,8035152.63,2010-03-30,1978-06-07
161,3654,13434335000160,RICO CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,RICO CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,CANCELADA,30272337,SP,SAO PAULO,"AV. JUSCELINO KUBITSCHEK, 1400",2016-12-31,33991403.5,2018-10-04,2011-05-17
162,3549,42066258000130,RJI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,RJI INVESTIMENTOS,EM FUNCIONAMENTO NORMAL,35004500,RJ,RIO DE JANEIRO,"AVENIDA RIO BRANCO, 138",2022-12-31,5006309.75,2004-11-05,2004-11-05
163,1953,61787776000198,RSBF PARTICIPAÇÕES S.A.,CORRETORA SOUZA BARROS CT SA,CANCELADA,32926900,SP,SAO PAULO,R  LÍBERO BADARÓ,2013-12-31,35577848.46,2016-01-07,1967-07-25
164,663,17694787000131,RURAL CTVM S.A.,RURAL,CANCELADA,32395215,MG,BELO HORIZONTE,"R.RIO DE JANEIRO, 927",2006-12-31,5718442.78,2007-06-19,1974-07-09
165,1686,60783503000102,SAFRA CORRETORA DE VALORES E CÂMBIO LTDA.,SAFRA,EM FUNCIONAMENTO NORMAL,31758627,SP,SAO PAULO,"AV. PAULISTA, 2100",2022-12-31,220573912.25,1967-08-04,1967-08-04
166,1449,49474463000184,SANTANDER BRASIL S.A. CTVM,SANTANDER BRASIL-COR,CANCELADA,31749615,SP,SAO PAULO,"RUA HUNGRIA, 1400",2010-12-31,1000000.0,2011-12-09,1978-10-03
167,1945,61784732000104,SANTANDER NOROESTE S/A CCTVM,SANTANDER NOROESTE S/A CCTVM,CANCELADA,35386000,SP,SAO PAULO,RUA AMADOR BUENO 474,1999-12-31,22049638.52,2000-11-07,1967-08-11
168,1767,61510574000102,SANTANDER S.A. CORRETORA DE CÂMBIO E TÍTULOS,BANESPA S.A. CCT,CANCELADA,35533200,SP,SAO PAULO,AV PRES JUSCELINO KUBITSCKEK,2009-12-31,212937607.01,2011-12-09,1967-05-19
169,1333,42154583000155,SANTANDER S/A CCVM,SANTANDER S.A. CCVM,CANCELADA,35084053,RJ,RIO DE JANEIRO,"AV.RIO BRANCO,138 - 16 ANDAR",2001-12-31,27368614.34,2002-07-12,1972-03-07
170,1848,61733515000195,SANTANDER SECURITIES (BRASIL) CVM S.A.,ABN AMRO SECURITIES CORRETORA,CANCELADA,38276451,SP,SAO PAULO,"AV.PAULISTA,",2011-12-31,73704049.81,2012-03-29,1967-07-04
171,2003,61822052000138,SAO PAULO CORRETORA DE VALORES LTDA EM LIQUIDACAO,SAO PAULO,CANCELADA,30731565,SP,SAO PAULO,"RUA PEDROSO ALVARENGA, 990",2009-12-31,823444.41,2013-07-25,1967-05-22
172,3182,62332077000116,SB CCTVM LTDA.,SB,CANCELADA,36063658,SP,SAO PAULO,"R BOA VISTA, 208/ 9 AND - CJ.A",1996-12-31,8672089.95,1997-04-16,1996-11-20
173,3042,17352220000187,SENSO CORRETORA DE CÂMBIO E VALORES MOBILIÁRIOS S.A,SENSO CORRETORA DE CÂMBIO E VALORES MOBILIÁRIOS S.A,EM FUNCIONAMENTO NORMAL,25055000,RJ,RIO DE JANEIRO,AVENIDA ATAULFO DE PAIVA,2022-12-31,23212901.66,1990-11-27,1990-11-27
174,337,10974921000109,SEVAG - CV LTDA,SEVAG,CANCELADA,33413956,PE,RECIFE,"R SETUBAL,60",2002-12-31,198393.23,2003-02-26,1968-02-13
175,2836,68757681000170,SIMPAUL CORRETORA DE CÂMBIO E VALORES MOBILIÁRIOS S.A.,SIMPAUL CCVM,EM FUNCIONAMENTO NORMAL,33279888,RS,PORTO ALEGRE,AV CARLOS GOMES 300 7 ANDAR,2022-12-31,10351008.77,1992-12-29,1992-12-29
176,2178,62285390000140,SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,SINGULARE,EM FUNCIONAMENTO NORMAL,28273500,SP,SAO PAULO,"AV. BRIGADEIRO FARIA LIMA,1355",2022-12-31,67303749.38,1989-09-20,1989-09-20
177,612,17315359000150,SITA SOCIEDADE CCVM S.A.,SITA,EM FUNCIONAMENTO NORMAL,33034887,MG,BELO HORIZONTE,"RUA RIO GRANDE DO NORTE, 988",2022-12-31,64756756.34,1967-09-08,1967-09-08
178,1490,50657675000186,SLW CVC LTDA,SLW,CANCELADA,30489900,SP,SAO PAULO,R DOUTOR RENATO PAES DE BARROS,2021-12-31,-1676188.85,2022-10-27,1978-08-07
179,1791,61668117000132,"SOCIETE GENERALE S.A. CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS",SOCIETE GENERALE S.A. CCTVM,CANCELADA,32178000,SP,SAO PAULO,"AV. PAULISTA, 2300",2016-12-31,90681512.27,2017-12-22,1967-05-19
180,2186,62353172000104,SOL NASCENTE SA CCVM,SOL NASCENTE,CANCELADA,32327822,SP,SAO PAULO,R ROBERTO SIMONSEN 72/78,1995-12-31,4785501.25,1996-09-17,1968-08-26
181,2801,96477906000170,"SOLIDEZ - CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS LIMITADA",SOLIDEZ,EM FUNCIONAMENTO NORMAL,31152366,SP,SAO PAULO,"RUA XV DE NOVEMBRO, 184",2022-12-31,-72686130.61,1993-03-24,1993-03-24
182,1864,61739629000142,SPINELLI S/A CVMC,SPINELLI,CANCELADA,21420582,SP,SAO PAULO,"AV. BRIG. FARIA LIMA, 1355",2017-12-31,21142060.38,2018-12-18,1967-06-09
183,2917,355236000140,SPIRIT CV  LTDA,SPIRIT,CANCELADA,33525555,PR,CURITIBA,"AV. JOÃO GUALBERTO, 731",2005-12-31,1116428.16,2006-01-13,1994-12-05
184,396,11513306000168,STARINVEST S.A. PARTICIPAÇÕES,STARINVEST CORRETORA,CANCELADA,32241292,PE,RECIFE,R. SIQUEIRA CAMPOS 251/ CJ.201,2002-12-31,676197.26,2003-11-17,1979-07-27
185,1414,46778320000178,STATUS ADMINISTRAÇÃO E PARTICIPAÇÕES LTDA.,STATUS,CANCELADA,32195150,SP,SANTOS,"RUA FREI GASPAR, 52",2002-12-31,594532.0,2003-08-15,1975-07-18
186,2020,61841326000136,SUPLICY CCT LTDA,SUPLICY CCT LTDA,CANCELADA,32323181,SP,SAO PAULO,R LIBERO BADARO 377 3 AND,1996-12-31,12915735.61,1998-02-16,1967-08-18
187,256,8030140000114,SUPRA GESTÃO DE NEGÓCIOS LTDA,SUPRA CVM LTDA,CANCELADA,32576744,SP,SAO PAULO,"RUA DA CONSOLAÇÃO, 247",2002-12-31,2644136.85,2002-11-13,1971-12-09
188,1465,49951411000151,TAKEOVER CCVM LTDA,TAKEOVER CCVM,CANCELADA,32192188,SP,SANTOS,R XV DE NOVEMBRO 111/ SALA 07,1999-12-31,528411.1,2000-12-14,1978-10-10
189,1821,61729133000198,TALARICO ADMINISTRAÇÃO DE BENS PRÓPRIOS LTDA,TALARICO,CANCELADA,31456300,SP,SAO PAULO,"AV. PAULISTA, 1776",2013-12-31,22014303.25,2016-05-20,1967-06-09
190,1660,58506221000116,TENDÊNCIA ADMINISTRADORA DE BENS LTDA.,TENDENCIA,CANCELADA,38185000,SP,SAO PAULO,"AV.BRIGADEIRO FARIA LIMA, 2092",2016-12-31,3247904.89,2017-08-14,1987-12-29
191,434,73004715000196,THECA EMPREENDIMENTOS E PARTICIPAÇÕES LTDA,THECA,CANCELADA,25041100,SP,SAO PAULO,"AVENIDA NOVE DE JULHO, 4939",2010-12-31,23518602.38,2011-02-25,1995-01-30
192,3719,29162769000198,TORO CORRETORA DE TÍTULOS E VALORES MOBILIARIOS S/A,TORO CORRETORA DE T-TULOS E VALORES MOBILI-RIOS LTDA,EM FUNCIONAMENTO NORMAL,36658700,MG,BELO HORIZONTE,"RUA BERNARDO GUIMARÃES, Nº 166",2022-12-31,307415811.0,2018-01-12,2018-01-12
193,3450,57582264000118,TORRE CORRETORA DE CÂMBIO S/A,TORRE CCTVM S.A.,CANCELADA,32289338,SP,SAO PAULO,"RUA BANDEIRA PAULISTA, 600",2004-12-31,359560.13,2003-10-06,2001-01-31
194,868,29384013000193,TOTAL SA CCVM,TOTAL CCVM,CANCELADA,22240052,RJ,RIO DE JANEIRO,R OUVIDOR 121 - 4 AND,1995-12-31,586679.2,1996-04-30,1985-05-13
195,3433,74451022000104,TOV CCTVM LTDA,TOV CCTVM LTDA,CANCELADA,27872800,MG,POCOS DE CALDAS,"RUA PREFEITO CHAGAS,305",2013-12-31,43598292.36,2016-01-07,2001-01-04
196,795,27245141000120,TRIPLIK S/A CVC,TRIPLIK,CANCELADA,32118282,RJ,RIO DE JANEIRO,"R SAO BENTO, 8 - 13 ANDAR",1992-12-31,23624459264.61,1994-11-18,1975-06-24
197,1872,61747085000160,TULLETT PREBON BRASIL CORRETORA DE VALORES E CÂMBIO LTDA,CONVENCAO,EM FUNCIONAMENTO NORMAL,21114800,SP,SAO PAULO,RUA SÃO TOMÉ 86,2022-12-31,72245394.18,1967-08-09,1967-08-09
198,3328,2819125000173,"UBS BRASIL CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS S.A.","UBS BRASIL CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS S.A.",EM FUNCIONAMENTO NORMAL,20506500,SP,SAO PAULO,"AV. BRIGA. FARIA LIMA, 4.440",2022-12-31,532901580.05,1999-03-17,1999-03-17
199,1244,35754969000132,UBS CORRETORA DE CÂMBIO E VALORES MOBILIÁRIOS S.A.,UBS WARBURG CCVM S.A.,CANCELADA,25553000,RJ,RIO DE JANEIRO,PRAIA DE BOTAFOGO 228,2006-12-31,104300201.76,2007-10-29,1989-06-28
200,1210,33968066000129,UM INVESTIMENTOS SA CTVM,UM INVESTIMENTOS,CANCELADA,23232424,RJ,RIO DE JANEIRO,"PRAÇA XV DE NOVEMBRO, 20",2018-12-31,19293066.34,2019-09-20,1969-08-12
201,2453,89560460000188,UNIBANCO CORRETORA DE VALORES MOBILIÁRIOS E CÂMBIO S/A,INVESTSHOP CVMC S.A.,CANCELADA,50193201,SP,SAO PAULO,"AV EUSEBIO MATOSO, 891",2011-12-31,25205414.72,2012-10-01,1978-11-07
202,1023,33764366000196,UNIBANCO CVM S/A,UNIBANCO,CANCELADA,30974577,SP,SAO PAULO,"RUA DA QUITANDA, 157",2004-12-31,86025120.28,2005-12-22,1967-09-29
203,175,6971154000107,UNICA CCV LTDA,UNICA,CANCELADA,32558071,CE,FORTALEZA,"AV.HERACLITO GRAÇA, 1245",2005-12-31,2173033.25,2006-10-02,1975-11-12
204,825,28156214000170,UNILETRA CCTVM S.A.,UNILETRA,CANCELADA,40090454,ES,VITORIA,AV NOSSA SENHORA DA PENHA,2019-12-31,-4062427.72,2020-02-13,1968-09-02
205,3140,62065578000183,VALOR CORRETORA DE CÂMBIO TÍTULOS E VALORES MOBILIÁRIOS LTDA. EM LIQUIDAÇÃO EXTRAJUDICIAL,VALOR CCTVM LTDA.,CANCELADA,38298487,SP,SAO PAULO,R.JOAQUIM FLORIANO 831/ 1 AND.,1996-12-31,443670.54,2003-01-22,1995-10-26
206,1694,60866951000170,"VAZ GUIMARAES, BRAGA S/A CCT",VAZ GUIMARAES,CANCELADA,36048191,SP,SAO PAULO,R BOA VISTA 63/ 7 ANDAR,1995-12-31,4844658.43,1996-10-14,1968-01-19
207,1120,36149557000136,VEGAMIX PRESTADORA DE SERVIÇOS S.A. - EM LIQUIDAÇÃO ORDINÁRIA,VEGA SA CCVM,CANCELADA,32312055,RJ,RIO DE JANEIRO,RUA RODRIGO SILVA 26/12 ANDAR,1996-12-31,2663205.65,2014-08-27,1990-03-08
208,1180,36159085000100,VETOR EMPREENDIMENTOS E PARTICIPAÇÕES S.A,VETOR - CORRETORA,CANCELADA,32975115,RJ,RIO DE JANEIRO,R DO MERCADO 11 - 7 E 8 AND,1996-12-31,16848484.25,1998-07-22,1990-03-01
209,3166,1170892000131,VOTORANTIM CTVM LTDA,VOTORANTIM,CANCELADA,51711894,SP,SAO PAULO,"AV DAS NAÇÕES UNIDAS, 14.171",2017-12-31,266791832.77,2018-08-27,1996-03-15
210,1902,61769790000169,WALPIRES S/A CCTVM,WALPIRES S/A CCTVM,CANCELADA,28087065,SP,SAO PAULO,AVENIDA BRIGADEIRO FARIA LIMA,2017-12-31,7464373.9,2019-09-24,1967-09-20
211,2534,92875780000131,WARREN CORRETORA DE VALORES MOBILIÁRIOS E CÂMBIO LTDA.,WARREN CORRETORA,EM FUNCIONAMENTO NORMAL,32372273,RS,PORTO ALEGRE,"AVENIDA OSVALDO ARANHA, 720",2022-12-31,23398120.52,1967-12-06,1967-12-06
212,2658,24543688000114,WARREN CORRETORA DE VALORES MOBILIÁRIOS E CÂMBIO LTDA.,PERFIL,CANCELADA,32249022,PE,RECIFE,"AV.17 DE AGOSTO,2579",1996-12-31,608260.02,1997-02-21,1989-11-14
213,3247,2332886000104,XP INVESTIMENTOS CCTVM S.A.,XP INVESTIMENTOS,EM FUNCIONAMENTO NORMAL,30272237,RJ,RIO DE JANEIRO,AVENIDA ATAULFO DE PAIVA 153,2022-12-31,8288904369.58,1998-02-10,1997-12-05
